,0,1,2,3
2397,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_156_UgandaLandCommission_29052020103216_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_156_UgandaLandCommission_29052020103216_Final.pdf
2398,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_157_NationalForestryAuthority_13052020121309_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_157_NationalForestryAuthority_13052020121309_Final.pdf
2399,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_159_ExternalSecurityOrganisation_27042020122910_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_159_ExternalSecurityOrganisation_27042020122910_Final.pdf
2400,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_201_MissioninNewYork_29052020212703_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_201_MissioninNewYork_29052020212703_Final.pdf
2401,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_202_MissioninEngland_22052020130208_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_202_MissioninEngland_22052020130208_Final.pdf
2402,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_203_MissioninCanada_20052020191839_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_203_MissioninCanada_20052020191839_Final.pdf
2403,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_204_MissioninIndia_6_4_20203_26_49PM_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_204_MissioninIndia_6_4_20203_26_49PM_Final.pdf
2404,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_205_MissioninEgypt_29052020174707_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_205_MissioninEgypt_29052020174707_Final.pdf
2405,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_207_MissioninTanzania_12052020163816_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_207_MissioninTanzania_12052020163816_Final.pdf
2406,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_208_MissioninNigeria_22052020133559_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_208_MissioninNigeria_22052020133559_Final.pdf
2407,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_209_MissioninSouthAfrica_11052020120007_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_209_MissioninSouthAfrica_11052020120007_Final.pdf
2408,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_210_MissioninWashington_14052020202154_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_210_MissioninWashington_14052020202154_Final.pdf
2409,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_211_MissioninEthiopia_11042020174051_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_211_MissioninEthiopia_11042020174051_Final.pdf
2410,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_212_MissioninChina_03062020061412_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_212_MissioninChina_03062020061412_Final.pdf
2411,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_213_MissioninRwanda_12052020205629_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_213_MissioninRwanda_12052020205629_Final.pdf
2412,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_213_MissioninRwanda_12052020205629_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_213_MissioninRwanda_12052020205629_Final_0.pdf
2413,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_215_MissioninJapan_06052020063931_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_215_MissioninJapan_06052020063931_Final.pdf
2414,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_217_MissioninSaudiArabia_25052020172128_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_217_MissioninSaudiArabia_25052020172128_Final.pdf
2415,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_218_MissioninDenmark_03052020204822_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_218_MissioninDenmark_03052020204822_Final.pdf
2416,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_220_MissioninItaly_23042020124944_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_220_MissioninItaly_23042020124944_Final.pdf
2417,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_221_MissioninDRCongo_08052020153605_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_221_MissioninDRCongo_08052020153605_Final.pdf
2418,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_221_MissioninDRCongo_08052020153605_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_221_MissioninDRCongo_08052020153605_Final_0.pdf
2419,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_223_MissioninSudan_6_4_20204_38_42PM_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_223_MissioninSudan_6_4_20204_38_42PM_Final.pdf
2420,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_224_MissioninFrance_6_4_20202_40_18PM_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_224_MissioninFrance_6_4_20202_40_18PM_Final.pdf
2421,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_225_MissioninGermany_03052020013320_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_225_MissioninGermany_03052020013320_Final.pdf
2422,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_226_MissioninIran_29042020194859_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_226_MissioninIran_29042020194859_Final.pdf
2423,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_227_MissioninRussia_01052020174934_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_227_MissioninRussia_01052020174934_Final.pdf
2424,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_228_MissioninCanberra_28052020145159_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_228_MissioninCanberra_28052020145159_Final.pdf
2425,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_229_MissioninJuba_10052020181102_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_229_MissioninJuba_10052020181102_Final.pdf
2426,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_231_MissioninBujumbura_12052020155649_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_231_MissioninBujumbura_12052020155649_Final_0.pdf
2427,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_232_ConsulateinGuangzhou_21052020134704_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_232_ConsulateinGuangzhou_21052020134704_Final.pdf
2428,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_233_MissioninAnkara_02062020152856_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_233_MissioninAnkara_02062020152856_Final.pdf
2429,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_234_MissioninSomalia_6_4_202010_23_05AM_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_234_MissioninSomalia_6_4_202010_23_05AM_Final.pdf
2430,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_235_MissioninMalyasia_05052020093308_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_235_MissioninMalyasia_05052020093308_Final.pdf
2431,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_236_ConsulateinMombasa_20052020111213_Final (1).pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_236_ConsulateinMombasa_20052020111213_Final%20%281%29.pdf
2432,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_237_UgandaEmbassyinAlgeria_Algiers_6_4_202012_41_24PM_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_237_UgandaEmbassyinAlgeria_Algiers_6_4_202012_41_24PM_Final.pdf
2433,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_301_LiraUniversity_22052020115035_Final (1).pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_301_LiraUniversity_22052020115035_Final%20%281%29.pdf
2434,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_307_KabaleUniversity_28042020122903_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_307_KabaleUniversity_28042020122903_Final.pdf
2435,Spending Agency Budget Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_308_SorotiUniversity_18052020162836_Final.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/2019-2020_QuarterlyReport_Q3_308_SorotiUniversity_18052020162836_Final.pdf
2436,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_501_AdjumaniDistrict_04052020135532.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_501_AdjumaniDistrict_04052020135532.pdf
2437,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_502_ApacDistrict_07052020164820.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_502_ApacDistrict_07052020164820.pdf
2438,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_503_AruaDistrict_30042020141654.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_503_AruaDistrict_30042020141654.pdf
2439,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_504_BugiriDistrict_30042020213547.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_504_BugiriDistrict_30042020213547.pdf
2440,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_505_BundibugyoDistrict_29042020111311.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_505_BundibugyoDistrict_29042020111311.pdf
2441,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_506_BushenyiDistrict_28042020110047.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_506_BushenyiDistrict_28042020110047.pdf
2442,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_507_BusiaDistrict_28042020154529.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_507_BusiaDistrict_28042020154529.pdf
2443,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_508_GuluDistrict_25052020180014.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_508_GuluDistrict_25052020180014.pdf
2444,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_509_HoimaDistrict_21042020213802.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_509_HoimaDistrict_21042020213802_0.pdf
2445,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_510_IgangaDistrict_26042020132214.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_510_IgangaDistrict_26042020132214.pdf
2446,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_511_JinjaDistrict_27042020174621.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_511_JinjaDistrict_27042020174621.pdf
2447,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_512_KabaleDistrict_27042020141459.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_512_KabaleDistrict_27042020141459.pdf
2448,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_513_KabaroleDistrict_29042020145335.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_513_KabaroleDistrict_29042020145335.pdf
2449,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_514_KaberamaidoDistrict_04052020124833.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_514_KaberamaidoDistrict_04052020124833.pdf
2450,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_515_KalangalaDistrict_11052020121708.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_515_KalangalaDistrict_11052020121708.pdf
2451,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_517_KamuliDistrict_14052020142339.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_517_KamuliDistrict_14052020142339.pdf
2452,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_518_KamwengeDistrict_24042020145233.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_518_KamwengeDistrict_24042020145233.pdf
2453,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_519_KanunguDistrict_30042020132823.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_519_KanunguDistrict_30042020132823.pdf
2454,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_520_KapchorwaDistrict_12052020082632.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_520_KapchorwaDistrict_12052020082632.pdf
2455,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_522_KatakwiDistrict_11052020153348.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_522_KatakwiDistrict_11052020153348.pdf
2456,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_523_KayungaDistrict_30042020190240.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_523_KayungaDistrict_30042020190240.pdf
2457,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_524_KibaaleDistrict_29042020170124.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_524_KibaaleDistrict_29042020170124.pdf
2458,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_525_KibogaDistrict_08052020173718.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_525_KibogaDistrict_08052020173718.pdf
2459,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_526_KisoroDistrict_18052020194352.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_526_KisoroDistrict_18052020194352_0.pdf
2460,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_527_KitgumDistrict_23042020122336.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_527_KitgumDistrict_23042020122336.pdf
2461,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_528_KotidoDistrict_22052020153749.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_528_KotidoDistrict_22052020153749.pdf
2462,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_530_KyenjojoDistrict_05052020152856.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_530_KyenjojoDistrict_05052020152856.pdf
2463,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_531_LiraDistrict_22042020154703.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_531_LiraDistrict_22042020154703.pdf
2464,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_532_LuweroDistrict_04052020152604.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_532_LuweroDistrict_04052020152604.pdf
2465,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_533_MasakaDistrict_26042020232111.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_533_MasakaDistrict_26042020232111.pdf
2466,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_534_MasindiDistrict_07052020162853.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_534_MasindiDistrict_07052020162853.pdf
2467,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_535_MayugeDistrict_13052020164806.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_535_MayugeDistrict_13052020164806.pdf
2468,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_536_MbaleDistrict_23052020232154.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_536_MbaleDistrict_23052020232154.pdf
2469,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_537_MbararaDistrict_09052020235408.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_537_MbararaDistrict_09052020235408.pdf
2470,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_538_MorotoDistrict_29042020134055.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_538_MorotoDistrict_29042020134055.pdf
2471,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_539_MoyoDistrict_07052020105626.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_539_MoyoDistrict_07052020105626.pdf
2472,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_540_MpigiDistrict_11052020140332.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_540_MpigiDistrict_11052020140332.pdf
2473,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_541_MubendeDistrict_05052020203659.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_541_MubendeDistrict_05052020203659.pdf
2474,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_542_MukonoDistrict_29042020105515.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_542_MukonoDistrict_29042020105515.pdf
2475,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_543_NakapiripiritDistrict_18052020135626.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_543_NakapiripiritDistrict_18052020135626.pdf
2476,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_544_NakasongolaDistrict_07052020233027.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_544_NakasongolaDistrict_07052020233027.pdf
2477,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_545_NebbiDistrict_04052020162202.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_545_NebbiDistrict_04052020162202.pdf
2478,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_546_NtungamoDistrict_05052020191857.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_546_NtungamoDistrict_05052020191857.pdf
2479,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_547_PaderDistrict_22042020123144.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_547_PaderDistrict_22042020123144.pdf
2480,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_548_PallisaDistrict_23042020162757.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_548_PallisaDistrict_23042020162757.pdf
2481,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_549_RakaiDistrict_12052020235818.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_549_RakaiDistrict_12052020235818.pdf
2482,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_550_RukungiriDistrict_28042020164515.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_550_RukungiriDistrict_28042020164515.pdf
2483,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_552_SironkoDistrict_18052020160806.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_552_SironkoDistrict_18052020160806.pdf
2484,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_553_SorotiDistrict_14052020190801.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_553_SorotiDistrict_14052020190801.pdf
2485,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_554_TororoDistrict_21042020105648.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_554_TororoDistrict_21042020105648.pdf
2486,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_555_WakisoDistrict_24042020194951.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_555_WakisoDistrict_24042020194951.pdf
2487,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_556_YumbeDistrict_18052020113713.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_556_YumbeDistrict_18052020113713.pdf
2488,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_557_ButalejaDistrict_29042020161649.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_557_ButalejaDistrict_29042020161649.pdf
2489,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_558_IbandaDistrict_30042020121500.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_558_IbandaDistrict_30042020121500.pdf
2490,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_559_KaabongDistrict_28042020141728.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_559_KaabongDistrict_28042020141728.pdf
2491,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_560_IsingiroDistrict_19052020053641.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_560_IsingiroDistrict_19052020053641.pdf
