,0,1,2,3
11362,Local Government Releases,2014/15,THIRD QUARTER JANUARY TO MARCH 2015 RELEASE FOR NON WAGE RECURRENT CONDITIONAL GRANT TRANSFERS TO DISTRICTS AND MUNICIPAL COUNCILS FY 2014-15.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/THIRD%20QUARTER%20JANUARY%20TO%20MARCH%202015%20RELEASE%20FOR%20NON%20WAGE%20RECURRENT%20CONDITIONAL%20GRANT%20TRANSFERS%20TO%20DISTRICTS%20AND%20MUNICIPAL%20COUNCILS%20FY%202014-15.pdf
11363,Local Government Releases,2014/15,RELEASE DETAILS FOR CAPITATION GRANTS TO SCHOOLS AND TERTIARY INSTITUTIONS-COMMUNITY POLYTECHNICS BY SCHOOL.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/RELEASE%20DETAILS%20FOR%20CAPITATION%20GRANTS%20TO%20SCHOOLS%20AND%20TERTIARY%20INSTITUTIONS-COMMUNITY%20POLYTECHNICS%20BY%20SCHOOL.pdf
11364,Local Government Releases,2014/15,RELEASE DETAILS FOR CAPITATION GRANTS TO SCHOOLS AND TERTIARY INSTITUTIONS-COMMUNITY POLYTECHNICS BY SCHOOL.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/RELEASE%20DETAILS%20FOR%20CAPITATION%20GRANTS%20TO%20SCHOOLS%20AND%20TERTIARY%20INSTITUTIONS-COMMUNITY%20POLYTECHNICS%20BY%20SCHOOL.pdf
11365,Local Government Releases,2014/15,RELEASE DETAILS FOR CAPITATION GRANTS TO SCHOOLS AND TERTIARY INSTITUTIONS-COMMUNITY POLYTECHNICS BY SCHOOL.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/RELEASE%20DETAILS%20FOR%20CAPITATION%20GRANTS%20TO%20SCHOOLS%20AND%20TERTIARY%20INSTITUTIONS-COMMUNITY%20POLYTECHNICS%20BY%20SCHOOL.pdf
11366,Local Government Releases,2014/15,RELEASE DETAILS FOR CAPITATION GRANTS TO SCHOOLS AND TERTIARY INSTITUTIONS-COMMUNITY POLYTECHNICS BY SCHOOL.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/RELEASE%20DETAILS%20FOR%20CAPITATION%20GRANTS%20TO%20SCHOOLS%20AND%20TERTIARY%20INSTITUTIONS-COMMUNITY%20POLYTECHNICS%20BY%20SCHOOL.pdf
11367,Local Government Releases,2014/15,RELEASE DETAILS FOR CAPITATION GRANTS TO SCHOOLS AND TERTIARY INSTITUTIONS-COMMUNITY POLYTECHNICS BY SCHOOL.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/RELEASE%20DETAILS%20FOR%20CAPITATION%20GRANTS%20TO%20SCHOOLS%20AND%20TERTIARY%20INSTITUTIONS-COMMUNITY%20POLYTECHNICS%20BY%20SCHOOL.pdf
11368,Local Government Releases,2014/15,RELEASE DETAILS FOR CAPITATION GRANTS TO SCHOOLS AND TERTIARY INSTITUTIONS-COMMUNITY POLYTECHNICS BY SCHOOL.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/RELEASE%20DETAILS%20FOR%20CAPITATION%20GRANTS%20TO%20SCHOOLS%20AND%20TERTIARY%20INSTITUTIONS-COMMUNITY%20POLYTECHNICS%20BY%20SCHOOL.pdf
11369,Local Government Releases,2014/15,RELEASE DETAILS FOR CAPITATION GRANTS TO SCHOOLS AND TERTIARY INSTITUTIONS-COMMUNITY POLYTECHNICS BY SCHOOL.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/RELEASE%20DETAILS%20FOR%20CAPITATION%20GRANTS%20TO%20SCHOOLS%20AND%20TERTIARY%20INSTITUTIONS-COMMUNITY%20POLYTECHNICS%20BY%20SCHOOL.pdf
11370,Local Government Releases,2014/15,RELEASE DETAILS FOR CAPITATION GRANTS TO SCHOOLS AND TERTIARY INSTITUTIONS-COMMUNITY POLYTECHNICS BY SCHOOL.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/RELEASE%20DETAILS%20FOR%20CAPITATION%20GRANTS%20TO%20SCHOOLS%20AND%20TERTIARY%20INSTITUTIONS-COMMUNITY%20POLYTECHNICS%20BY%20SCHOOL.pdf
11371,Local Government Releases,2014/15,RELEASE DETAILS FOR CAPITATION GRANTS TO SCHOOLS AND TERTIARY INSTITUTIONS-COMMUNITY POLYTECHNICS BY SCHOOL.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/RELEASE%20DETAILS%20FOR%20CAPITATION%20GRANTS%20TO%20SCHOOLS%20AND%20TERTIARY%20INSTITUTIONS-COMMUNITY%20POLYTECHNICS%20BY%20SCHOOL.pdf
11372,Local Government Performance Reports,2014/15,Jinja District Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Jinja%20District%20Q1.pdf
11373,Local Government Performance Reports,2014/15,Luuka Q1 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Luuka%20Q1%20Report.pdf
11374,Local Government Performance Reports,2014/15,KAMWENGE Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KAMWENGE%20Q1.pdf
11375,Local Government Performance Reports,2014/15,KISORO Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KISORO%20Q1.pdf
11376,Local Government Performance Reports,2014/15,KYENJOJO Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KYENJOJO%20Q1.pdf
11377,Local Government Performance Reports,2014/15,SHEEMA Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/SHEEMA%20Q1.pdf
11378,Local Government Releases,2014/15,THIRD QUARTER JANUARY TO MARCH 2015 NON WAGE RECURRENT AND DEVELOPMENT RELEASES TO LOCAL GOVERNMENTS FOR FY 2014-15.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/THIRD%20QUARTER%20JANUARY%20TO%20MARCH%202015%20NON%20WAGE%20RECURRENT%20AND%20DEVELOPMENT%20RELEASES%20TO%20LOCAL%20GOVERNMENTS%20FOR%20FY%202014-15.pdf
11379,Central Government Releases,2014/15,THIRD QUARTER RELEASES JANUARY TO MARCH 2015 EXPENDITURE LIMITS AND RELEASES FOR CENTRAL GOVERNMENT VOTES FOR FY 2014-15.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/THIRD%20QUARTER%20RELEASES%20JANUARY%20TO%20MARCH%202015%20EXPENDITURE%20LIMITS%20AND%20RELEASES%20FOR%20CENTRAL%20GOVERNMENT%20VOTES%20FOR%20FY%202014-15.pdf
11380,Other documents,2014/15,THIRD QUARTER JANUARY TO MARCH 2015 EXPENDITURE LIMITS FOR SALARIES AND WAGES FOR FY 2014-15 AMOUNTING TO UGX 619BN.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/THIRD%20QUARTER%20JANUARY%20TO%20MARCH%202015%20EXPENDITURE%20LIMITS%20FOR%20SALARIES%20AND%20WAGES%20FOR%20FY%202014-15%20AMOUNTING%20TO%20UGX%20619BN.pdf
11381,Local Government Performance Reports,2014/15,SERERE -DLG_Q2 -2014-15.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/SERERE%20-DLG_Q2%20-2014-15.pdf
11382,Local Government Performance Reports,2014/15,Gulu MC Q1 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Gulu%20MC%20Q1%20Report.pdf
11383,Local Government Performance Reports,2014/15,KAMULI Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KAMULI%20Q1.pdf
11384,Local Government Performance Reports,2014/15,KOTIDO Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KOTIDO%20Q1.pdf
11385,Local Government Performance Reports,2014/15,MASINDI Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/MASINDI%20Q1.pdf
11386,Local Government Performance Reports,2014/15,PADER Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/PADER%20Q1.pdf
11387,"Salary arrears, pension and gratuity",2014/15,Pension and Gratuity Arrears 14.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/Pension%20and%20Gratuity%20Arrears%2014.pdf
11388,"Salary arrears, pension and gratuity",2014/15,Pension and Gratuity Arrears 14.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/Pension%20and%20Gratuity%20Arrears%2014.pdf
11389,Local Government Performance Reports,2014/15,BUIKWE Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUIKWE%20Q1.pdf
11390,Local Government Performance Reports,2014/15,KIBUKU Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KIBUKU%20Q1.pdf
11391,Local Government Performance Reports,2014/15,MUKONO Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/MUKONO%20Q1.pdf
11392,Local Government Performance Reports,2014/15,NGORA Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/NGORA%20Q1.pdf
11393,Local Government Performance Reports,2014/15,OYAM Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/OYAM%20Q1.pdf
11394,Local Government Performance Reports,2014/15,ZOMBO Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/ZOMBO%20Q1.pdf
11395,Local Government Performance Reports,2014/15,BUSIA MC Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUSIA%20MC%20Q2.pdf
11396,Local Government Performance Reports,2014/15,BUTAMBALA Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUTAMBALA%20Q2.pdf
11397,Local Government Performance Reports,2014/15,BUYENDE Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUYENDE%20Q2.pdf
11398,Local Government Performance Reports,2014/15,FORT PORTAL MC Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/FORT%20PORTAL%20MC%20Q2.pdf
11399,Local Government Performance Reports,2014/15,MITOOMA Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/MITOOMA%20Q2.pdf
11400,Local Government Performance Reports,2014/15,NTUNGAMO MC Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/NTUNGAMO%20MC%20Q2.pdf
11401,Local Government Budget Estimates,2014/15,Approved Estimates FY 2014-15 Volume II.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Approved%20Estimates%20FY%202014-15%20Volume%20II.pdf
11402,Local Government Performance Reports,2014/15,ADJUMANI Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/ADJUMANI%20Q2.pdf
11403,Local Government Performance Reports,2014/15,KASESE MC Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KASESE%20MC%20Q1.pdf
11404,Local Government Performance Reports,2014/15,MUKONO MC Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/MUKONO%20MC%20Q2.pdf
11405,Local Government Performance Reports,2014/15,SEMBABULE Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/SEMBABULE%20Q2.pdf
11406,Local Government Performance Reports,2014/15,LAMWO Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/LAMWO%20Q2.pdf
11407,Local Government Performance Reports,2014/15,KIBUKU DISTRICT Q2 2014-15.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KIBUKU%20DISTRICT%20Q2%202014-15.pdf
11408,Local Government Performance Reports,2014/15,BUSHENYI Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUSHENYI%20Q2.pdf
11409,"Salary arrears, pension and gratuity",2014/15,Pension and Gratuity Arrears 16.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/Pension%20and%20Gratuity%20Arrears%2016.pdf
11410,"Salary arrears, pension and gratuity",2014/15,Pension and Gratuity Arrears 17.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/Pension%20and%20Gratuity%20Arrears%2017.pdf
11411,"Salary arrears, pension and gratuity",2014/15,Pension and Gratuity Arrears 18.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/Pension%20and%20Gratuity%20Arrears%2018.pdf
11412,Local Government Performance Reports,2014/15,RUBIRIZI Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/RUBIRIZI%20Q2.pdf
11413,Local Government Performance Reports,2014/15,KALIRO Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KALIRO%20Q2.pdf
11414,Local Government Performance Reports,2014/15,BUSHENYI-ISHAKA MC Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUSHENYI-ISHAKA%20MC%20Q2.pdf
11415,Local Government Performance Reports,2014/15,PADER Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/PADER%20Q2_0.pdf
11416,Local Government Performance Reports,2014/15,KALANGALA Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KALANGALA%20Q2.pdf
11417,Local Government Performance Reports,2014/15,KABAROLE Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KABAROLE%20Q2.pdf
11418,Local Government Performance Reports,2014/15,ISINGIRO Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/ISINGIRO%20Q2.pdf
11419,Local Government Performance Reports,2014/15,IGANGA Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/IGANGA%20Q1.pdf
11420,Local Government Performance Reports,2014/15,ARUA MC Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/ARUA%20MC%20Q2.pdf
11421,Local Government Performance Reports,2014/15,MBALE Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/MBALE%20Q2.pdf
11422,Local Government Performance Reports,2014/15,AMOLATAR Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/AMOLATAR%20Q2.pdf
11423,Local Government Performance Reports,2014/15,MARACHA Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/MARACHA%20Q2.pdf
11424,Local Government Performance Reports,2014/15,NAMUTUMBA Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/NAMUTUMBA%20Q2.pdf
11425,Local Government Performance Reports,2014/15,BUKWO Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUKWO%20Q2.pdf
11426,Local Government Performance Reports,2014/15,BUGIRI Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUGIRI%20Q1.pdf
11427,Local Government Performance Reports,2014/15,APAC Q I.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/APAC%20Q%20I.pdf
11428,Local Government Performance Reports,2014/15,KASESE MC Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KASESE%20MC%20Q2.pdf
11429,Local Government Performance Reports,2014/15,KAABONG Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KAABONG%20Q1_0.pdf
11430,Local Government Performance Reports,2014/15,LWENGO Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/LWENGO%20Q1.pdf
11431,Local Government Performance Reports,2014/15,BUKOMANSIMBI Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUKOMANSIMBI%20Q2.pdf
11432,Local Government Performance Reports,2014/15,NWOYA Q2 REPORT.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/NWOYA%20Q2%20REPORT.pdf
11433,Local Government Performance Reports,2014/15,BUDUDA.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUDUDA.pdf
11434,Local Government Performance Reports,2014/15,BUDAKA Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUDAKA%20Q2.pdf
11435,Local Government Performance Reports,2014/15,AMUDAT Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/AMUDAT%20Q1.pdf
11436,Local Government Performance Reports,2014/15,AMUDAT Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/AMUDAT%20Q2.pdf
11437,Local Government Performance Reports,2014/15,LUUKA Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/LUUKA%20Q2.pdf
11438,Local Government Performance Reports,2014/15,KITGUM Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KITGUM%20Q2.pdf
11439,Local Government Performance Reports,2014/15,OYAM Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/OYAM%20Q2.pdf
11440,Local Government Performance Reports,2014/15,Nakasongola Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Nakasongola%20Q1_0.pdf
11441,Local Government Performance Reports,2014/15,Nwoya Q1 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Nwoya%20Q1%20Report.pdf
11442,Local Government Performance Reports,2014/15,Abim Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Abim%20Q2%20Report.pdf
11443,Local Government Performance Reports,2014/15,Alebtong Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Alebtong%20Q2%20Report.pdf
11444,Local Government Performance Reports,2014/15,Bukedea LGOBT QTR 2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Bukedea%20LGOBT%20QTR%202.pdf
11445,Local Government Performance Reports,2014/15,Dokolo Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Dokolo%20Q2_0.pdf
11446,Local Government Performance Reports,2014/15,Kabale Q2 REPORT.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kabale%20Q2%20REPORT.pdf
11447,Local Government Performance Reports,2014/15,Kapchorwa Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kapchorwa%20Q2_0.pdf
11448,Local Government Performance Reports,2014/15,Kayunga Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kayunga%20Q2%20Report.pdf
11449,Local Government Performance Reports,2014/15,Kyankwanzi  Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kyankwanzi%20%20Q2.pdf
11450,Local Government Performance Reports,2014/15,Mukono Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mukono%20Q2%20Report.pdf
11451,Local Government Performance Reports,2014/15,Mubende Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mubende%20Q2.pdf
11452,Local Government Performance Reports,2014/15,Amuru Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Amuru%20Q2_0.pdf
11453,Local Government Performance Reports,2014/15,GULU MC Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/GULU%20MC%20Q2.pdf
11454,Local Government Performance Reports,2014/15,Wakiso Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Wakiso%20Q2%20Report.pdf
11455,Local Government Performance Reports,2014/15,Busia LG Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Busia%20LG%20Q2%20Report.pdf
11456,Local Government Performance Reports,2014/15,Nakaseke Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Nakaseke%20Q2.pdf
11457,Local Government Performance Reports,2014/15,Bugiri  Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Bugiri%20%20Q2.pdf
11458,Local Government Performance Reports,2014/15,Moroto Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Moroto%20Q2.pdf
11459,Local Government Performance Reports,2014/15,PALLISA Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/PALLISA%20Q2.pdf
11460,Local Government Performance Reports,2014/15,ARUA Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/ARUA%20Q1.pdf
11461,Local Government Performance Reports,2014/15,Kole Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kole%20Q2.pdf
11462,Local Government Performance Reports,2014/15,Mityana - DLG Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mityana%20-%20DLG%20Q2.pdf
11463,Local Government Performance Reports,2014/15,Mbale MC Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mbale%20MC%20Q1.pdf
11464,Local Government Performance Reports,2014/15,Mbale MC Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mbale%20MC%20Q2.pdf
11465,Local Government Performance Reports,2014/15,KYENJOJO DLG Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KYENJOJO%20DLG%20Q2.pdf
11466,Local Government Performance Reports,2014/15,BUVUMA DLG-Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUVUMA%20DLG-Q2.pdf
11467,Local Government Performance Reports,2014/15,Kanungu Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kanungu%20Q2_0.pdf
11468,Local Government Performance Reports,2014/15,REPORT LG_Consolidated_Manafwa DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/REPORT%20LG_Consolidated_Manafwa%20DLG.pdf
11469,Local Government Performance Reports,2014/15,Lira MC_Q2_Report_Consolidated.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Lira%20MC_Q2_Report_Consolidated.pdf
11470,"Salary arrears, pension and gratuity",2014/15,REVISED THIRD QUARTER JANUARY TO MARCH 2015 EXPENDITURE LIMITS FOR SALARIES AND WAGES FY 2014-15 Part 16.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/REVISED%20THIRD%20QUARTER%20JANUARY%20TO%20MARCH%202015%20EXPENDITURE%20LIMITS%20FOR%20SALARIES%20AND%20WAGES%20FY%202014-15%20Part%2016.pdf
11471,Local Government Performance Reports,2014/15,KISORO QTR 2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KISORO%20QTR%202.pdf
11472,Local Government Performance Reports,2014/15,BUIKWE DLG Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/BUIKWE%20DLG%20Q2.pdf
11473,Local Government Performance Reports,2014/15,Kaabong LG Q2 FY 2014-15.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kaabong%20LG%20Q2%20FY%202014-15.pdf
11474,Local Government  Budget Framework Papers,2014/15,Gulu MC BFP.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Gulu%20MC%20BFP_0.pdf
11475,Local Government Performance Reports,2014/15,Entebbe MC Q1 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Entebbe%20MC%20Q1%20Report.pdf
11476,Local Government Performance Reports,2014/15,Buhweju Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Buhweju%20Q2%20Report.pdf
11477,Local Government Performance Reports,2014/15,APAC Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/APAC%20Q2.pdf
11478,Local Government Performance Reports,2014/15,Gulu Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Gulu%20Q2%20Report.pdf
11479,Local Government Performance Reports,2014/15,Jinja LG Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Jinja%20LG%20Q2%20Report.pdf
11480,Local Government Performance Reports,2014/15,Amuria DLG_Consolidated Report Qtr2 2014-15.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Amuria%20DLG_Consolidated%20Report%20Qtr2%202014-15.pdf
11481,Local Government Performance Reports,2014/15,Kabale MC Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kabale%20MC%20Q2%20Report.pdf
11482,Local Government Performance Reports,2014/15,Katakwi Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Katakwi%20Q2.pdf
11483,Local Government Performance Reports,2014/15,KWEEN Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/KWEEN%20Q2.pdf
11484,Local Government Performance Reports,2014/15,MASAKA REPORT LG QT2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/MASAKA%20REPORT%20LG%20QT2.pdf
11485,Local Government Performance Reports,2014/15,Masindi MC Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Masindi%20MC%20Q2%20Report.pdf
11486,Local Government Performance Reports,2014/15,MBARARA MC Q2 REPORT.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/MBARARA%20MC%20Q2%20REPORT.pdf
11487,Local Government Performance Reports,2014/15,Mbarara Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mbarara%20Q2%20Report.pdf
11488,Local Government Performance Reports,2014/15,Mpigi Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mpigi%20Q2%20Report.pdf
11489,Local Government Performance Reports,2014/15,Ngora District Quarter Two Report FY 2014 - 2015.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Ngora%20District%20Quarter%20Two%20Report%20FY%202014%20-%202015.pdf
11490,Local Government Performance Reports,2014/15,Rukungiri District Q2 report 2014-15.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Rukungiri%20District%20Q2%20report%202014-15.pdf
11491,Local Government Performance Reports,2014/15,Zombo Q2 Report.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Zombo%20Q2%20Report.pdf
11492,Local Government Performance Reports,2014/15,AGAGO Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/AGAGO%20Q1.pdf
11493,Local Government Performance Reports,2014/15,AGAGO Q2.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/AGAGO%20Q2.pdf
11494,Local Government Performance Reports,2014/15,AMOLATAR Q1.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/AMOLATAR%20Q1.pdf
